Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
7663,4.912715,16.34176,3.193962,14.78125,4.63161
7665,4.965808,16.34227,3.213391,14.85183,4.652588
7667,5.018195,16.33472,3.23282,14.919,4.58229
7669,5.069103,16.33534,3.252249,14.98618,4.594726
7671,5.074703,16.31508,3.266504,14.9517,4.601187
7673,5.05729,16.26383,3.217557,14.76647,4.503839
7675,5.025424,16.21592,3.234383,14.50436,4.379962
7677,5.013717,16.2808,3.256727,14.46851,4.334652
7679,5.004263,16.32391,3.27907,14.47277,4.355066
7681,4.99542,16.31864,3.301671,14.62261,4.382048
7683,5.029021,16.32522,3.327673,14.73143,4.375894
7685,5.055321,16.33049,3.366068,14.7333,4.431508
7687,5.074628,16.30805,3.412791,14.7503,4.467322
7689,5.079622,16.33462,3.452736,14.78314,4.426904
7691,5.083691,16.41879,3.488138,14.73894,4.402952
7693,5.090457,16.50662,3.525577,14.82333,4.421773
7695,5.065898,16.07972,3.323711,14.49837,4.1469
7697,4.906027,15.59825,3.101761,14.16303,4.014191
7699,4.849317,15.222,3.031037,13.91205,3.900094
7701,4.802407,14.78774,2.873671,13.66482,3.801397
7703,4.803771,14.8319,2.788989,13.61899,3.816563
7705,4.805139,14.86686,2.703741,13.61658,3.767531
7707,4.806303,14.88751,2.669467,13.61248,3.750235
7709,4.807848,14.84324,2.604038,13.5122,3.546572
7711,4.875476,14.93374,2.497319,13.50546,3.65568
7713,4.864247,14.76847,2.316824,13.15533,3.636946
7715,4.863869,14.59816,2.143935,13.24215,3.681403
7717,4.888501,14.59611,2.127479,13.20163,3.68778
7719,4.966946,14.51946,2.111987,13.1922,3.718917
7721,5.042052,14.45484,2.096207,13.20051,3.74707
7723,5.117132,14.39023,2.089196,13.21538,3.679101
7725,5.334954,14.50975,2.099586,13.29442,3.719729
7727,5.275457,14.47622,2.098692,13.39274,3.85162
7729,5.076089,14.49811,2.079422,13.36704,3.8234
7731,5.047285,14.68634,2.076788,13.38175,3.834221
7733,5.029818,14.72275,2.156056,13.40037,3.862872
7735,5.011747,14.85455,2.218712,13.48482,3.841853
7737,4.985078,14.87997,2.387042,13.55784,3.837489
7739,4.954777,14.92476,2.484337,13.61038,3.834573
7741,4.930297,15.02504,2.521651,13.68023,3.844967
7743,4.915928,15.32501,2.620307,13.77143,3.89697
7745,4.929647,15.61517,2.759364,13.91981,4.133976
7747,4.911143,15.67671,2.813782,14.00895,4.197185
7749,4.888138,15.69667,2.864071,14.01885,4.206262
7751,4.864194,15.70518,2.914361,14.02874,4.228674
7753,4.838069,15.79925,2.96465,13.98941,4.263031
7755,4.809848,15.73002,3.014671,13.96502,4.267237
7757,4.7082,15.59924,3.058368,13.87328,4.219337
7759,4.629261,15.53987,2.976131,13.84628,4.111922
7761,4.550385,15.5966,2.884911,13.82938,4.050648
7763,4.391332,15.42931,2.783903,13.67636,3.941855
7765,4.310065,15.35249,2.768344,13.49473,3.877345
7767,4.298563,15.39773,2.822141,13.48962,3.904431
7769,4.309408,15.39574,2.847494,13.57521,3.955663
7771,4.320252,15.38524,2.914038,13.67396,4.08
7773,4.342301,15.40708,2.974821,13.82554,4.070541
7775,4.364349,15.40707,3.037062,13.97809,4.130168
7777,4.383586,15.36989,3.092741,14.04194,4.166837
7779,4.402854,15.36256,3.090028,14.06593,4.207166
7781,4.415195,15.30346,3.090529,14.35408,4.221437
7783,4.442315,15.82272,3.183854,14.62041,4.36763
7785,4.454633,16.02248,3.216887,14.64396,4.414297
7787,4.4653,16.04449,3.269935,14.62664,4.379046
7789,4.49078,15.72931,3.261555,14.53769,4.265083
7791,4.482893,15.56683,3.318502,14.44715,4.411311
7793,4.395811,15.55312,3.34742,14.332,4.394138
7795,4.400362,15.68641,3.376622,14.27671,4.365285
7797,4.484084,16.16622,3.57555,14.71058,4.480844
7799,4.458816,16.50671,3.709034,14.86917,4.46235
7801,4.437624,16.44109,3.704668,14.85167,4.515832
7803,4.420842,16.37961,3.707524,14.87013,4.534016
7805,4.401408,16.4596,3.771327,14.85556,4.63491
7807,4.377833,16.4264,3.739907,14.8424,4.66768
7809,4.354679,16.47361,3.702352,14.80915,4.70045
7811,4.291955,16.5265,3.639837,14.63795,4.6802
7813,4.230418,16.5538,3.630998,14.65044,4.648057
7815,4.169021,16.53603,3.616159,14.66447,4.624406
7817,4.013765,16.48773,3.550349,14.43984,4.504346
7819,3.924252,16.54001,3.471933,14.46507,4.48538
7821,3.923065,16.66492,3.462951,14.41774,4.531704
7823,3.994654,16.89026,3.63136,14.79803,4.865844
7825,4.131497,18.02153,4.003096,15.49063,5.224063
7827,4.218251,18.95474,4.223268,16.27537,5.638543
7829,4.210892,19.38042,4.585684,16.93865,5.876341
7831,4.203864,19.24764,4.63399,17.44309,6.037783
7833,4.207138,19.3368,4.653893,17.46656,6.101047
7835,4.206048,19.44658,4.626462,17.45212,6.124534
7837,4.198816,19.46491,4.669634,17.66724,6.133316
7839,4.177338,19.72847,4.983843,17.99898,6.236982
7841,4.157988,19.98912,5.415109,18.31918,6.464942
7843,4.124703,19.9578,5.444684,18.25356,6.404973
7845,4.087413,20.09277,5.4192,18.18213,6.368161
7847,4.045469,20.2706,5.398346,18.15834,6.288773
7849,4.010915,20.45186,5.375049,18.15813,6.1872
7851,3.98375,20.24115,5.262982,18.14658,6.228749
7853,3.955877,20.02403,5.206573,18.13926,6.280256
7855,3.919071,19.71752,5.176511,18.07405,6.178835
7857,3.881934,19.52323,5.078275,18.15331,6.205791
7859,3.834672,19.61606,4.898241,18.27323,6.245511
7861,3.80183,19.95978,4.925376,18.63665,6.52762
7863,3.706958,20.47383,4.846024,18.74729,6.700606
7865,3.653504,20.6343,4.792387,18.86615,6.81431
7867,3.600199,20.84069,4.880356,18.86477,6.853291
7869,3.548372,20.98124,4.791436,18.88822,6.922651
7871,3.542575,21.11342,4.826213,18.94271,6.999182
7873,3.537558,21.19887,4.862995,19.01629,7.030602
7875,3.532598,21.2918,4.899776,19.06197,7.087207
7877,3.568231,21.40909,5.078494,19.37797,7.158735
7879,3.570812,21.48362,5.146365,19.44396,7.15957
7881,3.582675,21.58814,5.23023,19.48163,7.192304
7883,3.542567,21.70033,5.277073,19.59666,7.254879
7885,3.574525,22.29068,5.60636,20.09826,7.617251
7887,3.608337,22.33913,5.655495,20.13634,7.639689
7889,3.649856,22.32117,5.669679,20.20701,7.64477
7891,3.688844,22.3227,5.675623,20.33396,7.652711
7893,3.71078,22.50172,5.758442,20.4118,7.680139
7895,3.706986,22.72152,5.773524,20.40501,7.718222
7897,3.8266,23.38202,6.531795,21.1647,8.095822
7899,3.899797,24.15102,6.85834,21.86327,8.455188
7901,3.939716,24.3109,7.199744,21.87693,8.517865
7903,3.961118,24.46521,7.232576,21.93892,8.608617
7905,3.982515,24.58266,7.31264,21.99266,8.712944
7907,4.051492,24.77981,7.402061,22.39523,8.958162
7909,4.199433,25.63188,7.987969,22.92204,9.170287
7911,4.226327,25.95669,8.005413,23.06529,9.423162
7913,4.285703,26.18014,8.257116,23.46172,9.441208
7915,4.277699,26.22003,8.253186,23.57388,9.651752
7917,4.255602,26.26374,8.344612,23.94084,9.740898
7919,4.204811,26.26567,8.466882,24.03372,9.882613
7921,4.138003,26.2374,8.58439,24.06217,10.11716
7923,4.073402,26.29291,8.653689,24.31694,10.17535
7925,3.866662,26.25433,8.600854,24.39056,10.09377
7927,3.865142,26.42708,8.559565,24.32854,10.08858
7929,3.901581,27.34212,8.588752,24.58841,10.22032
7931,3.908746,27.40048,8.771481,24.64082,10.29564
7933,3.897836,27.4406,8.879636,24.75501,10.27755
7935,3.894799,27.72565,8.766597,24.81965,10.17274
7937,3.900488,27.89342,8.732052,24.95495,10.16195
7939,3.907998,27.94368,8.695716,25.12419,10.26702
7941,3.930594,27.96655,8.72965,25.41872,10.36527
7943,4.000771,27.97791,8.720602,25.4418,10.45317
7945,3.995357,27.91121,8.677261,25.30253,10.39344
7947,4.024036,27.87605,8.708538,25.24989,10.41711
7949,4.071778,27.84466,8.720471,25.26655,10.36942
7951,4.130719,27.85716,8.956744,25.54188,10.63952
7953,4.179378,27.94749,8.993368,25.61127,10.69567
7955,4.257476,28.1945,9.235824,25.98222,10.76563
7957,4.336168,28.20398,9.306392,26.19372,10.92067
7959,4.444757,28.39182,9.519083,26.37966,10.99033
7961,4.633525,28.6944,9.543239,26.70326,11.1771
7963,4.908087,28.86803,9.678816,27.12339,11.45261
7965,5.00563,28.99267,9.684803,27.21583,11.53794
7967,5.101325,29.12181,9.7193,27.09146,11.42826
7969,5.194225,29.89882,9.692543,27.0645,11.23724
7971,5.336462,30.23412,9.887633,27.06382,11.36259
7973,5.615628,30.38412,10.03863,27.39684,11.50571
7975,5.78251,30.2677,10.09678,27.36025,11.51032
7977,5.997147,30.20847,10.16983,27.39618,11.5181
7979,6.297429,30.39065,10.2422,27.53335,11.65702
7981,6.681318,30.60407,10.32396,27.79523,11.81048
7983,6.877817,30.76041,10.05394,27.64639,11.84402
7985,7.014864,30.91077,10.14749,27.67021,11.87622
7987,7.154111,31.25673,10.08321,27.85843,11.98188
7989,7.277184,31.63577,9.983816,27.84685,11.92921
7991,7.357173,31.81578,10.04386,27.7847,11.94082
7993,7.420712,31.63808,10.01496,27.81057,11.93645
7995,7.484251,31.46039,9.960189,27.88998,11.9619
7997,7.490522,31.33355,9.546559,27.28929,11.88162
7999,7.700384,31.54591,9.811242,27.4859,11.90313
8001,7.921495,31.46562,9.973646,27.65339,11.9815
8003,8.146736,31.38534,10.05704,27.81611,12.10414
8005,8.486268,31.38813,10.12545,27.924,12.16051
8007,8.810503,31.46426,10.2561,28.03464,12.28871
8009,9.082181,31.63251,10.35858,28.13472,12.40541
8011,9.315633,31.72199,10.35862,28.15301,12.39943
8013,9.536984,31.82478,10.35907,28.12047,12.39336
8015,9.742238,31.9311,10.35535,28.12784,12.38702
8017,9.941107,31.99158,10.29803,28.10314,12.39224
8019,10.13105,31.88336,10.24809,27.93263,12.38031
8021,10.33104,31.73069,10.14821,27.62269,12.31808
8023,10.48467,31.43128,9.836164,27.50992,12.28602
8025,10.57836,30.83628,9.451197,26.9949,11.96347
8027,11.22926,29.81185,9.181102,26.50733,11.58731
8029,11.77426,29.28857,8.997262,26.14322,11.13024
8031,12.32559,29.22198,8.723683,25.93851,10.98002
8033,12.701,28.97179,8.643226,25.71549,10.79278
8035,12.90804,28.67974,8.405281,25.58623,10.64136
8037,13.11479,28.49325,8.320445,25.58125,10.47715
8039,13.28979,28.18968,8.193149,25.28506,10.3073
8041,13.4479,27.83441,7.906353,24.79604,10.0572
8043,13.62184,27.62177,7.822528,24.6751,9.906879
8045,13.79822,27.6339,7.84924,24.71138,9.921771
8047,13.9746,27.71249,7.832149,24.71035,9.949414
8049,14.16666,27.79334,7.839103,24.70139,9.918256
8051,14.69283,27.99173,7.852843,24.69467,9.938655
8053,15.34747,27.95865,7.932532,24.74437,10.07862
8055,15.82285,28.24512,8.115665,25.1366,10.08005
8057,16.17032,28.24098,8.083999,25.0988,10.2071
8059,16.50941,28.08748,8.112114,25.061,10.07059
8061,16.75959,27.92005,8.159593,24.73025,10.02913
8063,17.02474,27.74749,7.908071,24.19848,9.871004
8065,17.32463,27.58946,7.890123,23.98675,9.915348
8067,17.62607,27.59274,7.908989,23.95129,9.932462
8069,17.92751,27.50959,7.931761,23.85155,9.869914
8071,18.29731,27.29867,7.926806,23.84243,9.971788
8073,18.76421,26.95991,7.898462,23.89217,9.947644
8075,19.22575,26.74128,7.882959,23.97958,9.940942
8077,20.08798,26.59593,7.822238,23.75015,9.722764
8079,20.5069,26.49269,7.818608,23.77711,9.638777
8081,20.96158,26.58119,7.9044,23.81184,9.687035
8083,21.33533,26.66178,8.036219,23.94621,9.776207
8085,21.89364,26.46,8.006159,23.58277,9.650606
8087,22.38013,26.73025,7.96686,23.40198,9.695314
8089,23.2579,27.2017,7.973008,23.4764,9.757498
8091,23.86408,27.62765,7.931651,23.75249,9.776348
8093,24.15037,27.78415,7.837674,23.65162,9.762515
8095,24.29799,27.7175,7.763725,23.76024,9.764215
8097,24.31391,26.87637,7.59599,23.23883,9.442732
8099,24.39139,25.63887,7.377151,22.41099,8.989795
8101,24.50767,25.79376,7.31593,22.32138,8.908375
8103,24.6385,25.6678,7.204058,22.25814,8.76301
8105,24.76933,25.54172,6.913612,22.21883,8.695687
8107,24.88153,25.21095,6.518367,21.87248,8.526563
8109,24.91477,24.63403,6.156798,20.78265,8.026373
8111,25.02695,24.21879,6.058097,20.26351,7.587045
8113,25.2013,23.68572,5.864656,19.85823,7.524109
8115,25.34391,22.87036,5.852189,19.66386,7.530348
8117,25.48644,22.45869,5.915979,19.73683,7.56042
8119,25.60238,22.05268,5.817879,19.59374,7.560576
8121,26.01054,22.41885,5.746367,19.45945,7.506923
8123,26.2432,22.62412,5.763259,19.49039,7.388985
8125,26.38846,22.87705,5.796576,19.58647,7.685451
8127,26.53095,23.05577,6.064404,19.673,7.570101
8129,26.59785,23.09916,6.078999,19.4938,7.597149
8131,26.64907,23.02596,5.971058,19.44633,7.474591
8133,26.75034,22.96635,6.080313,19.40577,7.484743
8135,26.8452,23.01427,6.24445,19.32764,7.446559
8137,26.97481,23.68583,6.219957,19.66315,7.454183
8139,27.13804,24.01043,6.522382,20.25047,7.830213
8141,27.20641,23.26833,6.542854,20.15198,8.005345
8143,27.35151,23.32198,6.496901,20.51735,8.187436
8145,27.4124,23.59347,6.778485,21.08005,8.560305
8147,27.4229,23.56646,6.87918,21.10852,8.599514
8149,27.40691,23.51727,6.756222,21.06414,8.581039
8151,27.37973,23.20226,6.533228,20.73668,8.409447
8153,27.36284,23.1251,6.478164,20.41216,8.225931
8155,27.32889,23.02474,6.340777,20.5868,8.119452
8157,27.41834,23.09346,6.305123,20.76642,8.276919
8159,27.33701,23.0544,6.093836,20.85796,8.211945
8161,27.19926,22.79567,6.15211,20.83929,8.157261
8163,26.9381,22.64046,6.171986,20.49069,7.963435
8165,26.85396,22.61576,6.240433,20.40342,8.01329
8167,26.76136,22.47833,6.330228,20.19802,7.984212
8169,26.64976,22.21678,6.436708,20.16194,7.988221
8171,26.55694,21.76166,6.357944,19.87175,7.970125
8173,26.26992,21.57243,6.21048,19.68727,7.800018
8175,26.10029,21.58832,6.198655,19.61496,7.879079
8177,25.86414,21.68225,6.179887,19.52578,7.862915
8179,25.55073,21.48766,6.17784,19.45342,7.878338
8181,25.16334,21.21792,6.204264,19.29451,7.637586
8183,24.96179,21.40005,6.260294,19.23618,7.755373
8185,24.79799,21.30958,6.214696,19.341,7.822229
8187,24.62904,21.44655,6.219262,19.41968,7.814388
8189,24.45881,21.61672,6.294104,19.47169,7.851213
8191,24.34814,21.58293,6.225403,19.36238,7.856016
8193,24.25392,21.5588,6.244292,19.28397,7.781583
8195,24.16076,21.53414,6.258133,19.31676,7.733878
8197,24.05166,21.58109,6.262659,19.3192,7.64978
8199,23.85769,21.25009,6.32447,19.07138,7.44653
8201,23.68598,21.15276,6.37178,18.88837,7.374092
8203,23.51015,21.03935,6.33051,18.94605,7.345496
8205,23.24898,20.76005,6.145266,18.81973,7.287907
8207,22.96525,20.72762,5.933573,18.53157,7.290658
8209,22.87906,20.82324,6.008803,18.57757,7.340406
8211,22.83467,20.80325,6.182303,18.76922,7.375143
8213,22.83934,20.93076,6.130223,18.79036,7.40352
8215,22.92807,21.04454,6.167756,18.94925,7.445953
8217,23.05095,21.40584,6.35554,19.25758,7.59771
8219,22.92945,21.4503,6.36901,19.45741,7.644859
8221,22.78237,21.60764,6.358609,19.56501,7.761387
8223,22.59977,21.77117,6.398482,19.80491,7.734748
8225,22.48338,21.82998,6.583405,19.98292,7.782041
8227,21.95817,22.12847,6.881081,20.16696,8.106236
8229,21.56681,22.5085,7.02578,20.45084,8.216972
8231,21.12335,22.61236,7.086569,20.49986,8.217558
8233,20.8271,22.63315,7.128033,20.66636,8.268852
8235,20.70406,22.60014,7.179522,20.70936,8.312249
8237,20.57251,22.80317,7.35246,20.93534,8.397552
8239,20.46495,22.81435,7.367059,21.10122,8.434049
8241,20.37546,22.88883,7.366796,21.15601,8.441962
8243,20.27003,22.93531,7.368071,21.18234,8.505962
8245,20.14412,23.15969,7.465,21.23364,8.572449
8247,20.01933,23.31674,7.534912,21.42923,8.741759
8249,19.94324,23.48392,7.612901,21.66514,8.829848
8251,19.52198,24.20843,7.740534,21.79547,8.837162
8253,18.98179,24.29813,7.940894,21.93892,8.880771
8255,18.71501,24.03415,7.75346,22.18779,8.899558
8257,18.90671,24.73096,7.957726,22.52573,9.175959
8259,18.74137,24.84225,7.943327,22.57265,9.112807
8261,18.64087,24.58737,7.938159,22.55768,9.100237
8263,18.60032,24.89426,8.053354,22.55039,9.114474
8265,18.5855,24.86054,8.051485,22.61837,9.140408
8267,19.15921,24.85713,8.120443,22.7217,9.241196
8269,19.28587,25.05398,8.203743,22.79324,9.397212
8271,19.40368,25.29202,8.233657,22.88907,9.523649
8273,19.26137,25.29619,8.243338,22.94626,9.54702
8275,19.08792,25.29823,8.236172,23.02358,9.61668
8277,18.40343,25.28193,7.990026,23.03749,9.56863
8279,18.19532,25.20886,7.699529,23.00936,9.601598
8281,17.93895,25.13146,7.338321,22.9105,9.574656
8283,17.78253,25.1638,7.271541,22.89954,9.544461
8285,17.40934,25.0997,7.271098,22.87094,9.516105
8287,17.18785,24.88493,7.287735,22.86935,9.319475
8289,16.5459,24.85878,7.241909,22.801,9.381679
8291,16.11469,24.72958,7.207707,22.7427,9.400709
8293,15.98579,24.60469,7.193985,22.63028,9.271201
8295,15.99545,24.44609,7.185936,22.57615,9.219299
8297,16.02224,24.42348,7.213537,22.54729,9.339293
8299,16.2254,24.46038,7.364145,22.54717,9.333727
8301,16.33185,24.42263,7.391562,22.54526,9.334204
8303,16.44543,24.39541,7.418982,22.54389,9.337337
8305,16.55895,24.36807,7.446384,22.69706,9.363091
8307,16.6063,24.54233,7.471749,22.6752,9.39333
8309,16.62448,24.62015,7.500806,22.65207,9.378972
8311,16.61193,24.80266,7.539967,22.70011,9.405382
8313,16.86541,25.52674,7.825653,23.24146,9.704509
8315,16.92801,25.57215,7.871272,23.39687,9.806143
8317,16.96971,25.57875,7.993221,23.60108,9.826567
8319,17.00027,25.84897,8.174191,23.71287,9.891897
8321,16.7821,26.03527,8.225545,23.54607,9.811374
8323,16.91018,26.20286,8.27588,23.49264,9.815855
8325,17.1049,26.14767,8.326505,23.61693,9.804215
8327,17.21548,26.08879,8.345607,23.75952,9.710088
8329,17.30103,25.76283,8.257754,23.67173,9.677818
8331,17.44793,25.85022,8.459702,23.74432,9.876979
8333,17.38401,26.02819,8.68582,23.72246,9.979577
8335,17.31058,25.77871,8.553295,23.55539,9.956796
8337,17.20462,25.82995,8.220598,23.21125,9.8702
8339,17.06839,25.17735,7.74544,22.60263,9.293218
8341,17.02298,25.04223,7.551085,22.36986,9.181076
8343,16.8311,24.65255,7.345839,22.03146,9.064843
8345,16.76288,23.57587,6.519275,21.54893,8.673163
8347,16.74336,23.42093,6.589954,21.45138,8.532483
8349,16.76996,23.30471,6.651577,21.5354,8.515746
8351,16.78844,23.43003,6.673261,21.59616,8.538085
8353,16.76438,23.40414,6.694771,21.62005,8.568125
8355,16.72704,23.31557,6.68217,21.55502,8.514709
8357,16.56327,23.03068,6.558689,21.12109,8.203054
8359,16.54012,22.95823,6.562889,21.0234,8.035906
8361,16.49308,22.68202,6.45425,20.90098,7.962506
8363,16.48443,22.69816,6.422824,20.88194,7.976575
8365,16.47874,22.71431,6.391398,20.83391,7.926239
8367,16.4924,22.7242,6.526177,20.73389,7.915273
8369,16.61121,22.77153,6.584513,20.76165,7.93628
8371,16.59432,22.56661,6.548828,20.76454,8.065202
8373,16.62277,22.87546,6.769905,21.1763,8.118432
8375,16.6223,22.86006,6.743066,21.14175,8.122779
8377,16.6351,22.94842,6.70687,21.16714,8.124762
8379,16.63941,22.85444,6.759268,21.16384,8.116129
8381,16.63394,22.67246,6.618411,21.0671,8.042306
8383,16.76431,22.68274,6.352464,20.90164,7.991221
8385,17.13398,22.68935,6.733349,21.25118,8.093569
8387,17.22846,23.03717,6.839362,21.4753,8.092632
8389,17.28116,23.1238,6.849818,21.27118,8.032807
8391,17.34148,23.35626,6.86447,21.51512,8.146812
8393,17.39212,23.43194,7.12691,21.65727,8.194011
8395,17.44621,23.68652,7.250626,21.69997,8.324944
8397,17.70411,24.42182,7.530114,21.93662,8.56667
8399,17.85232,24.64564,7.758127,22.04562,8.687504
8401,17.90254,24.6365,7.801916,22.2446,8.783707
8403,17.95846,24.42071,7.830234,22.43788,8.894606
8405,18.03338,24.31318,7.858146,22.35143,9.020062
8407,18.19145,24.26098,7.797577,22.35629,8.989053
8409,18.1964,24.3469,7.509124,22.25649,8.920328
8411,18.89067,24.77695,7.761004,22.4794,9.186549
8413,19.69263,24.85205,7.888264,22.8198,9.324657
8415,20.46595,25.1767,8.231634,23.20356,9.603046
8417,20.42639,25.06116,8.145843,23.25738,9.508787
8419,20.65294,24.96985,7.985703,23.19486,9.178709
8421,20.90712,24.87835,7.963503,23.2064,9.166544
8423,21.62201,25.01686,7.931201,23.41672,9.361773
8425,21.92516,24.90689,7.927039,23.47204,9.414388
8427,22.09418,24.89376,7.645343,23.13509,9.444049
8429,22.51573,24.7391,7.458416,22.92856,9.252457
8431,22.90374,24.66893,7.396789,22.87755,9.25296
8433,23.20172,24.69169,7.434301,22.94606,9.323091
8435,23.64539,24.70414,7.620068,22.89938,9.268481
8437,24.41674,24.70461,7.91151,22.9812,9.278245
8439,25.0245,24.54284,7.859865,23.05684,9.29475
8441,25.16358,24.63569,7.932684,23.01636,9.327157
8443,25.31713,24.7204,7.955578,23.04477,9.405585
8445,25.48969,24.7748,7.998784,23.05248,9.426911
8447,26.07735,24.79896,8.036214,23.04619,9.394238
8449,26.76261,24.47829,7.931196,22.97916,9.400016
8451,27.32606,24.80494,7.967325,23.25958,9.598449
8453,27.98839,24.6927,8.051236,23.30561,9.634953
8455,28.85669,25.3273,8.072703,23.27863,9.560873
8457,29.1833,25.22746,8.015795,23.02409,9.603452
8459,29.68333,25.50983,8.044445,23.092,9.865404
8461,29.87914,25.67228,8.112166,23.24658,9.983074
8463,29.98851,25.88567,8.239961,23.26349,10.16848
8465,30.37585,26.08369,8.277755,23.48038,10.23044
8467,29.74426,26.16691,8.201916,23.28669,10.14969
8469,29.55972,26.01916,8.20092,23.17047,10.03492
8471,29.24915,25.94196,8.191448,23.11533,9.911214
8473,29.09839,25.94202,8.156864,23.16789,9.817
8475,29.15977,25.99048,8.077987,23.24683,9.804465
8477,29.05888,26.05043,8.085567,23.43332,9.84961
8479,28.95028,26.10951,8.074634,23.46243,9.966184
8481,28.84488,26.16098,8.063643,23.58165,9.936585
8483,28.99958,26.26537,8.311701,23.97168,10.07477
8485,29.23503,26.45901,8.681973,24.36508,10.21532
8487,29.27337,26.49795,8.728071,24.51613,10.32871
8489,29.09101,26.4122,8.721014,24.41228,10.37413
8491,28.96915,26.26973,8.715891,24.44142,10.43427
8493,28.87903,26.28069,8.711109,24.4838,10.49891
8495,28.8002,26.36323,8.818532,24.57118,10.48027
8497,28.87597,26.57067,8.931753,24.86782,10.58197
8499,28.7177,26.86857,9.124617,24.98208,10.65043
8501,28.59639,27.23649,9.188922,25.06637,10.79118
8503,28.46232,27.41702,9.229914,25.14746,10.91311
8505,28.34343,27.42378,9.319054,25.25208,10.98082
8507,28.27385,27.40482,9.355277,25.29587,11.25133
8509,28.16098,27.74698,9.454081,25.55914,11.35323
8511,28.30899,27.97637,9.563065,25.83832,11.51622
8513,27.94224,27.30709,9.234404,25.37093,11.4336
8515,27.8627,27.23625,9.188209,25.32289,11.54801
8517,27.92297,27.41047,9.183846,25.25781,11.58967
8519,28.03635,27.87951,9.349203,25.62987,11.74871
8521,28.05057,28.24867,9.388488,25.65571,11.72246
8523,27.90711,28.59226,9.550666,25.62594,11.72521
8525,27.69646,28.37073,9.758713,25.45254,11.5501
8527,27.57418,28.32866,9.622149,25.45282,11.57425
8529,27.53644,28.31274,9.596867,25.43224,11.5673
8531,27.51916,28.23613,9.56992,25.29556,11.56643
8533,27.65049,28.23512,9.599245,25.56145,11.56728
8535,27.87961,28.36122,9.896796,26.00569,11.84263
8537,28.1374,28.38806,9.848691,26.34059,11.91875
8539,28.24987,28.19835,9.846587,26.43256,11.9422
8541,28.27732,28.07671,9.859248,26.36721,11.90804
8543,28.32264,28.02563,9.826808,26.32211,11.87187
8545,28.37549,28.13415,9.8432,26.34871,11.8263
8547,28.42834,28.16324,9.656783,26.28348,11.82217
8549,28.49608,28.29104,9.887647,26.26904,11.87742
8551,28.74432,28.63733,10.33227,26.44188,11.86381
8553,28.77938,28.74558,10.48247,26.58959,12.01468
8555,28.81511,28.81214,10.49655,26.68144,12.10531
8557,28.92296,28.88352,10.56313,26.77301,12.1605
8559,29.02799,28.93447,10.57126,26.86109,12.30348
8561,29.14235,28.99688,10.56149,26.88558,12.35928
8563,29.18159,29.03567,10.55624,26.95642,12.36591
8565,29.22616,29.09315,10.55951,27.01448,12.39801
8567,29.25582,29.21368,10.38432,27.20786,12.50472
8569,29.17401,29.42473,10.3779,27.31845,12.51743
8571,29.14378,29.45273,10.38306,27.32893,12.45269
8573,29.11428,29.32898,10.17944,27.04671,12.30268
8575,29.12871,29.35875,10.28032,27.13201,12.31792
8577,29.15147,29.62229,10.3558,27.48025,12.30197
8579,29.18796,29.86864,10.42524,27.57257,12.42313
8581,29.19522,29.90038,10.46808,27.68946,12.53874
8583,29.04237,29.85877,10.58491,27.79156,12.59801
8585,28.71491,29.59901,10.80389,27.716,12.48631
8587,28.66858,29.19253,10.85593,27.53677,12.3913
8589,28.66526,28.86467,10.80676,27.47915,12.25847
8591,28.65728,28.61603,10.75737,27.4001,12.22261
8593,28.60926,28.40873,10.62315,27.28836,12.13017
8595,28.55671,28.24255,10.40505,27.08862,11.99215
8597,28.29384,27.95161,10.13716,26.84281,11.7914
8599,28.13415,27.74152,9.889556,26.44009,11.52111
8601,28.03926,27.51434,9.787387,26.22447,11.38706
8603,27.93868,27.3054,9.651537,25.97037,11.34778
8605,27.7928,26.91301,9.393703,25.88999,11.29697
8607,27.60617,26.60538,9.124658,25.69996,11.22289
8609,27.42769,26.5098,8.81278,25.42703,11.16552
8611,26.5563,26.21678,8.570897,24.92804,10.94013
8613,25.53909,25.67435,7.918996,24.50981,10.55273
8615,24.4824,24.83078,7.746346,23.61105,10.03961
8617,24.20951,24.69405,7.645926,23.43676,9.914463
8619,23.91487,24.53795,7.572506,23.21885,9.800815
8621,23.59847,24.31473,7.564324,23.11718,9.78268
8623,22.83714,23.95183,7.388487,22.70801,9.61074
8625,22.42265,23.52181,7.314428,22.48861,9.384324
8627,22.04399,23.40404,7.239888,22.28222,9.243171
8629,21.46202,23.30145,7.157852,22.13716,9.131053
8631,20.96573,23.16807,7.049557,21.9858,9.004432
8633,21.11724,23.27192,6.985221,22.10826,8.924866
8635,21.64118,23.49668,6.895606,22.1205,8.904356
8637,21.20316,23.24756,6.713026,21.95586,8.727488
8639,20.80771,23.18225,6.432843,21.72688,8.591097
8641,20.76591,23.16007,6.48619,21.63018,8.589478
8643,20.72435,23.21261,6.500384,21.58787,8.587854
8645,20.63896,23.26075,6.684211,21.55409,8.585236
8647,20.13948,23.11829,6.836024,21.34874,8.455973
8649,19.6031,23.09122,6.673246,21.14775,8.277543
8651,19.25118,22.54585,6.345019,20.83043,8.04833
8653,18.73602,22.20625,6.348054,20.58864,7.981873
8655,17.79352,22.20378,6.194599,20.5555,7.61875
8657,17.06011,21.84989,6.191976,20.47805,7.529262
